customer_id, store_id, first_name, last_name, email, address_id, active, create_date, last_update, customer_id_old, segment
24,2, KIMBERLY, LEE, KIMBERLY.LEE@sakilacustomer.org,28,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
25,1, DEBORAH, WALKER, DEBORAH.WALKER@sakilacustomer.org,29,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
26,2, JESSICA, HALL, JESSICA.HALL@sakilacustomer.org,30,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
27,2, SHIRLEY, ALLEN, SHIRLEY.ALLEN@sakilacustomer.org,31,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
28,1, CYNTHIA, YOUNG, CYNTHIA.YOUNG@sakilacustomer.org,32,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
29,2, ANGELA, HERNANDEZ, ANGELA.HERNANDEZ@sakilacustomer.org,33,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
30,1, MELISSA, KING, MELISSA.KING@sakilacustomer.org,34,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
31,2, BRENDA, WRIGHT, BRENDA.WRIGHT@sakilacustomer.org,35,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
32,1, AMY, LOPEZ, AMY.LOPEZ@sakilacustomer.org,36,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
33,2, ANNA, HILL, ANNA.HILL@sakilacustomer.org,37,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
34,2, REBECCA, SCOTT, REBECCA.SCOTT@sakilacustomer.org,38,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
35,2, VIRGINIA, GREEN, VIRGINIA.GREEN@sakilacustomer.org,39,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
36,2, KATHLEEN, ADAMS, KATHLEEN.ADAMS@sakilacustomer.org,40,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
37,1, PAMELA, BAKER, PAMELA.BAKER@sakilacustomer.org,41,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
38,1, MARTHA, GONZALEZ, MARTHA.GONZALEZ@sakilacustomer.org,42,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
39,1, DEBRA, NELSON, DEBRA.NELSON@sakilacustomer.org,43,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
40,2, AMANDA, CARTER, AMANDA.CARTER@sakilacustomer.org,44,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
41,1, STEPHANIE, MITCHELL, STEPHANIE.MITCHELL@sakilacustomer.org,45,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
42,2, CAROLYN, PEREZ, CAROLYN.PEREZ@sakilacustomer.org,46,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
43,2, CHRISTINE, ROBERTS, CHRISTINE.ROBERTS@sakilacustomer.org,47,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
44,1, MARIE, TURNER, MARIE.TURNER@sakilacustomer.org,48,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
45,1, JANET, PHILLIPS, JANET.PHILLIPS@sakilacustomer.org,49,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
46,2, CATHERINE, CAMPBELL, CATHERINE.CAMPBELL@sakilacustomer.org,50,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
47,1, FRANCES, PARKER, FRANCES.PARKER@sakilacustomer.org,51,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
48,1, ANN, EVANS, ANN.EVANS@sakilacustomer.org,52,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
49,2, JOYCE, EDWARDS, JOYCE.EDWARDS@sakilacustomer.org,53,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
50,1, DIANE, COLLINS, DIANE.COLLINS@sakilacustomer.org,54,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
51,1, ALICE, STEWART, ALICE.STEWART@sakilacustomer.org,55,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
52,1, JULIE, SANCHEZ, JULIE.SANCHEZ@sakilacustomer.org,56,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
53,1, HEATHER, MORRIS, HEATHER.MORRIS@sakilacustomer.org,57,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
54,1, TERESA, ROGERS, TERESA.ROGERS@sakilacustomer.org,58,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
55,2, DORIS, REED, DORIS.REED@sakilacustomer.org,59,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
56,1, GLORIA, COOK, GLORIA.COOK@sakilacustomer.org,60,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
57,2, EVELYN, MORGAN, EVELYN.MORGAN@sakilacustomer.org,61,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
58,1, JEAN, BELL, JEAN.BELL@sakilacustomer.org,62,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
59,1, CHERYL, MURPHY, CHERYL.MURPHY@sakilacustomer.org,63,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
60,1, MILDRED, BAILEY, MILDRED.BAILEY@sakilacustomer.org,64,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
61,2, KATHERINE, RIVERA, KATHERINE.RIVERA@sakilacustomer.org,65,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
62,1, JOAN, COOPER, JOAN.COOPER@sakilacustomer.org,66,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
63,1, ASHLEY, RICHARDSON, ASHLEY.RICHARDSON@sakilacustomer.org,67,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
64,2, JUDITH, COX, JUDITH.COX@sakilacustomer.org,68,0, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
65,2, ROSE, HOWARD, ROSE.HOWARD@sakilacustomer.org,69,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
66,2, JANICE, WARD, JANICE.WARD@sakilacustomer.org,70,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
67,1, KELLY, TORRES, KELLY.TORRES@sakilacustomer.org,71,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
68,1, NICOLE, PETERSON, NICOLE.PETERSON@sakilacustomer.org,72,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
69,2, JUDY, GRAY, JUDY.GRAY@sakilacustomer.org,73,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
70,2, CHRISTINA, RAMIREZ, CHRISTINA.RAMIREZ@sakilacustomer.org,74,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
71,1, KATHY, JAMES, KATHY.JAMES@sakilacustomer.org,75,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
72,2, THERESA, WATSON, THERESA.WATSON@sakilacustomer.org,76,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
73,2, BEVERLY, BROOKS, BEVERLY.BROOKS@sakilacustomer.org,77,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
74,1, DENISE, KELLY, DENISE.KELLY@sakilacustomer.org,78,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
75,2, TAMMY, SANDERS, TAMMY.SANDERS@sakilacustomer.org,79,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
76,2, IRENE, PRICE, IRENE.PRICE@sakilacustomer.org,80,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
77,2, JANE, BENNETT, JANE.BENNETT@sakilacustomer.org,81,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
78,1, LORI, WOOD, LORI.WOOD@sakilacustomer.org,82,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
79,1, RACHEL, BARNES, RACHEL.BARNES@sakilacustomer.org,83,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
80,1, MARILYN, ROSS, MARILYN.ROSS@sakilacustomer.org,84,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
81,1, ANDREA, HENDERSON, ANDREA.HENDERSON@sakilacustomer.org,85,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
82,1, KATHRYN, COLEMAN, KATHRYN.COLEMAN@sakilacustomer.org,86,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
83,1, LOUISE, JENKINS, LOUISE.JENKINS@sakilacustomer.org,87,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
84,2, SARA, PERRY, SARA.PERRY@sakilacustomer.org,88,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
85,2, ANNE, POWELL, ANNE.POWELL@sakilacustomer.org,89,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
86,2, JACQUELINE, LONG, JACQUELINE.LONG@sakilacustomer.org,90,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
87,1, WANDA, PATTERSON, WANDA.PATTERSON@sakilacustomer.org,91,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
88,2, BONNIE, HUGHES, BONNIE.HUGHES@sakilacustomer.org,92,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
89,1, JULIA, FLORES, JULIA.FLORES@sakilacustomer.org,93,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
90,2, RUBY, WASHINGTON, RUBY.WASHINGTON@sakilacustomer.org,94,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
91,2, LOIS, BUTLER, LOIS.BUTLER@sakilacustomer.org,95,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
92,2, TINA, SIMMONS, TINA.SIMMONS@sakilacustomer.org,96,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
93,1, PHYLLIS, FOSTER, PHYLLIS.FOSTER@sakilacustomer.org,97,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
94,1, NORMA, GONZALES, NORMA.GONZALES@sakilacustomer.org,98,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
95,2, PAULA, BRYANT, PAULA.BRYANT@sakilacustomer.org,99,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
96,1, DIANA, ALEXANDER, DIANA.ALEXANDER@sakilacustomer.org,100,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
97,2, ANNIE, RUSSELL, ANNIE.RUSSELL@sakilacustomer.org,101,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
98,1, LILLIAN, GRIFFIN, LILLIAN.GRIFFIN@sakilacustomer.org,102,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
99,2, EMILY, DIAZ, EMILY.DIAZ@sakilacustomer.org,103,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
100,1, ROBIN, HAYES, ROBIN.HAYES@sakilacustomer.org,104,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
101,1, PEGGY, MYERS, PEGGY.MYERS@sakilacustomer.org,105,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
102,1, CRYSTAL, FORD, CRYSTAL.FORD@sakilacustomer.org,106,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
103,1, GLADYS, HAMILTON, GLADYS.HAMILTON@sakilacustomer.org,107,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
104,1, RITA, GRAHAM, RITA.GRAHAM@sakilacustomer.org,108,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
105,1, DAWN, SULLIVAN, DAWN.SULLIVAN@sakilacustomer.org,109,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
106,1, CONNIE, WALLACE, CONNIE.WALLACE@sakilacustomer.org,110,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
107,1, FLORENCE, WOODS, FLORENCE.WOODS@sakilacustomer.org,111,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
108,1, TRACY, COLE, TRACY.COLE@sakilacustomer.org,112,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
109,2, EDNA, WEST, EDNA.WEST@sakilacustomer.org,113,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
110,2, TIFFANY, JORDAN, TIFFANY.JORDAN@sakilacustomer.org,114,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
111,1, CARMEN, OWENS, CARMEN.OWENS@sakilacustomer.org,115,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
112,2, ROSA, REYNOLDS, ROSA.REYNOLDS@sakilacustomer.org,116,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
113,2, CINDY, FISHER, CINDY.FISHER@sakilacustomer.org,117,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
114,2, GRACE, ELLIS, GRACE.ELLIS@sakilacustomer.org,118,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
115,1, WENDY, HARRISON, WENDY.HARRISON@sakilacustomer.org,119,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
116,1, VICTORIA, GIBSON, VICTORIA.GIBSON@sakilacustomer.org,120,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
117,1, EDITH, MCDONALD, EDITH.MCDONALD@sakilacustomer.org,121,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
118,1, KIM, CRUZ, KIM.CRUZ@sakilacustomer.org,122,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
119,1, SHERRY, MARSHALL, SHERRY.MARSHALL@sakilacustomer.org,123,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
120,2, SYLVIA, ORTIZ, SYLVIA.ORTIZ@sakilacustomer.org,124,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
121,1, JOSEPHINE, GOMEZ, JOSEPHINE.GOMEZ@sakilacustomer.org,125,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
122,1, THELMA, MURRAY, THELMA.MURRAY@sakilacustomer.org,126,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
123,2, SHANNON, FREEMAN, SHANNON.FREEMAN@sakilacustomer.org,127,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
124,1, SHEILA, WELLS, SHEILA.WELLS@sakilacustomer.org,128,0, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
125,1, ETHEL, WEBB, ETHEL.WEBB@sakilacustomer.org,129,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
126,1, ELLEN, SIMPSON, ELLEN.SIMPSON@sakilacustomer.org,130,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
127,2, ELAINE, STEVENS, ELAINE.STEVENS@sakilacustomer.org,131,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
128,1, MARJORIE, TUCKER, MARJORIE.TUCKER@sakilacustomer.org,132,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
129,1, CARRIE, PORTER, CARRIE.PORTER@sakilacustomer.org,133,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
130,1, CHARLOTTE, HUNTER, CHARLOTTE.HUNTER@sakilacustomer.org,134,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
131,2, MONICA, HICKS, MONICA.HICKS@sakilacustomer.org,135,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
132,2, ESTHER, CRAWFORD, ESTHER.CRAWFORD@sakilacustomer.org,136,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
133,1, PAULINE, HENRY, PAULINE.HENRY@sakilacustomer.org,137,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
134,1, EMMA, BOYD, EMMA.BOYD@sakilacustomer.org,138,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
135,2, JUANITA, MASON, JUANITA.MASON@sakilacustomer.org,139,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
136,2, ANITA, MORALES, ANITA.MORALES@sakilacustomer.org,140,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
137,2, RHONDA, KENNEDY, RHONDA.KENNEDY@sakilacustomer.org,141,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
138,1, HAZEL, WARREN, HAZEL.WARREN@sakilacustomer.org,142,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
139,1, AMBER, DIXON, AMBER.DIXON@sakilacustomer.org,143,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
140,1, EVA, RAMOS, EVA.RAMOS@sakilacustomer.org,144,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
141,1, DEBBIE, REYES, DEBBIE.REYES@sakilacustomer.org,145,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
142,1, APRIL, BURNS, APRIL.BURNS@sakilacustomer.org,146,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
143,1, LESLIE, GORDON, LESLIE.GORDON@sakilacustomer.org,147,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
144,1, CLARA, SHAW, CLARA.SHAW@sakilacustomer.org,148,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
145,1, LUCILLE, HOLMES, LUCILLE.HOLMES@sakilacustomer.org,149,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
146,1, JAMIE, RICE, JAMIE.RICE@sakilacustomer.org,150,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
147,2, JOANNE, ROBERTSON, JOANNE.ROBERTSON@sakilacustomer.org,151,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
148,1, ELEANOR, HUNT, ELEANOR.HUNT@sakilacustomer.org,152,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
149,1, VALERIE, BLACK, VALERIE.BLACK@sakilacustomer.org,153,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
150,2, DANIELLE, DANIELS, DANIELLE.DANIELS@sakilacustomer.org,154,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
151,2, MEGAN, PALMER, MEGAN.PALMER@sakilacustomer.org,155,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
152,1, ALICIA, MILLS, ALICIA.MILLS@sakilacustomer.org,156,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
153,2, SUZANNE, NICHOLS, SUZANNE.NICHOLS@sakilacustomer.org,157,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
154,2, MICHELE, GRANT, MICHELE.GRANT@sakilacustomer.org,158,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
155,1, GAIL, KNIGHT, GAIL.KNIGHT@sakilacustomer.org,159,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
156,1, BERTHA, FERGUSON, BERTHA.FERGUSON@sakilacustomer.org,160,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
157,2, DARLENE, ROSE, DARLENE.ROSE@sakilacustomer.org,161,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
158,1, VERONICA, STONE, VERONICA.STONE@sakilacustomer.org,162,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
159,1, JILL, HAWKINS, JILL.HAWKINS@sakilacustomer.org,163,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
160,2, ERIN, DUNN, ERIN.DUNN@sakilacustomer.org,164,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
161,1, GERALDINE, PERKINS, GERALDINE.PERKINS@sakilacustomer.org,165,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
162,2, LAUREN, HUDSON, LAUREN.HUDSON@sakilacustomer.org,166,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
163,1, CATHY, SPENCER, CATHY.SPENCER@sakilacustomer.org,167,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
164,2, JOANN, GARDNER, JOANN.GARDNER@sakilacustomer.org,168,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
165,2, LORRAINE, STEPHENS, LORRAINE.STEPHENS@sakilacustomer.org,169,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
166,1, LYNN, PAYNE, LYNN.PAYNE@sakilacustomer.org,170,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
167,2, SALLY, PIERCE, SALLY.PIERCE@sakilacustomer.org,171,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
168,1, REGINA, BERRY, REGINA.BERRY@sakilacustomer.org,172,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
169,2, ERICA, MATTHEWS, ERICA.MATTHEWS@sakilacustomer.org,173,0, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
170,1, BEATRICE, ARNOLD, BEATRICE.ARNOLD@sakilacustomer.org,174,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
171,2, DOLORES, WAGNER, DOLORES.WAGNER@sakilacustomer.org,175,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
172,1, BERNICE, WILLIS, BERNICE.WILLIS@sakilacustomer.org,176,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
173,1, AUDREY, RAY, AUDREY.RAY@sakilacustomer.org,177,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
174,2, YVONNE, WATKINS, YVONNE.WATKINS@sakilacustomer.org,178,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
175,1, ANNETTE, OLSON, ANNETTE.OLSON@sakilacustomer.org,179,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
176,1, JUNE, CARROLL, JUNE.CARROLL@sakilacustomer.org,180,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
177,2, SAMANTHA, DUNCAN, SAMANTHA.DUNCAN@sakilacustomer.org,181,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
178,2, MARION, SNYDER, MARION.SNYDER@sakilacustomer.org,182,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
179,1, DANA, HART, DANA.HART@sakilacustomer.org,183,1, 2006-02-14 22:04:36, 2006-02-15 04:57:20, NULL, NULL
